"filename", "language", "Jupyter", "Python", "Markdown", "CSV", "YAML", "Excel", "Log", "XML", "C++", "C", "comment", "blank", "total"
"c:\Users\vllbc\Desktop\My_Learn\plotly_learn\new_example1.ipynb", "Jupyter", 4912, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4913
"c:\Users\vllbc\Desktop\My_Learn\plotly_learn\new_example2.ipynb", "Jupyter", 4401, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4402
"c:\Users\vllbc\Desktop\My_Learn\plotly_learn\new_example3.ipynb", "Jupyter", 13520, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13521
"c:\Users\vllbc\Desktop\My_Learn\plotly_learn\new_example4.ipynb", "Jupyter", 3441, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3442
"c:\Users\vllbc\Desktop\My_Learn\plotly_learn\new_example5.ipynb", "Jupyter", 71326, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 71327
"c:\Users\vllbc\Desktop\My_Learn\plotly_learn\plt.ipynb", "Jupyter", 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 99
"c:\Users\vllbc\Desktop\My_Learn\pyqt_learn\calc.py", "Python", 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 36
"c:\Users\vllbc\Desktop\My_Learn\pyqt_learn\comment.py", "Python", 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 42, 15, 140
"c:\Users\vllbc\Desktop\My_Learn\pyqt_learn\config.yml", "YAML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 2, 5
"c:\Users\vllbc\Desktop\My_Learn\pyqt_learn\ss.py", "Python", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"c:\Users\vllbc\Desktop\My_Learn\pyqt_learn\test.py", "Python", 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 75
"c:\Users\vllbc\Desktop\My_Learn\python-cookbook\.ipynb_checkpoints\chapter1-checkpoint.ipynb", "Jupyter", 306, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 307
"c:\Users\vllbc\Desktop\My_Learn\python-cookbook\chapter1.ipynb", "Jupyter", 306, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 307
"c:\Users\vllbc\Desktop\My_Learn\python_learn\.ipynb_checkpoints\WTF-checkpoint.ipynb", "Jupyter", 959, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 960
"c:\Users\vllbc\Desktop\My_Learn\python_learn\.ipynb_checkpoints\skill-checkpoint.ipynb", "Jupyter", 640, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 641
"c:\Users\vllbc\Desktop\My_Learn\python_learn\.ipynb_checkpoints\thread-checkpoint.ipynb", "Jupyter", 289, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 290
"c:\Users\vllbc\Desktop\My_Learn\python_learn\WTF.ipynb", "Jupyter", 959, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 960
"c:\Users\vllbc\Desktop\My_Learn\python_learn\skill.ipynb", "Jupyter", 640, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 641
"c:\Users\vllbc\Desktop\My_Learn\python_learn\test1.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 5, 17
"c:\Users\vllbc\Desktop\My_Learn\pytorch_learn\.ipynb_checkpoints\Untitled-checkpoint.ipynb", "Jupyter", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\Users\vllbc\Desktop\My_Learn\pytorch_learn\.ipynb_checkpoints\activation function-checkpoint.ipynb", "Jupyter", 127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 128
"c:\Users\vllbc\Desktop\My_Learn\pytorch_learn\.ipynb_checkpoints\basis-checkpoint.ipynb", "Jupyter", 266, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 267
"c:\Users\vllbc\Desktop\My_Learn\pytorch_learn\.ipynb_checkpoints\classification-checkpoint.ipynb", "Jupyter", 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 98
"c:\Users\vllbc\Desktop\My_Learn\pytorch_learn\.ipynb_checkpoints\neural_networks_tutorial-checkpoint.ipynb", "Jupyter", 455, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 456
"c:\Users\vllbc\Desktop\My_Learn\pytorch_learn\.ipynb_checkpoints\pytorch or numpy-checkpoint.ipynb", "Jupyter", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\Users\vllbc\Desktop\My_Learn\pytorch_learn\.ipynb_checkpoints\regression1-checkpoint.ipynb", "Jupyter", 221, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 222
"c:\Users\vllbc\Desktop\My_Learn\pytorch_learn\.ipynb_checkpoints\sigmod-checkpoint.ipynb", "Jupyter", 990, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 991
"c:\Users\vllbc\Desktop\My_Learn\pytorch_learn\.ipynb_checkpoints\variable-checkpoint.ipynb", "Jupyter", 123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 124
"c:\Users\vllbc\Desktop\My_Learn\pytorch_learn\.ipynb_checkpoints\回归-checkpoint.ipynb", "Jupyter", 25601, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 25602
"c:\Users\vllbc\Desktop\My_Learn\pytorch_learn\Untitled.ipynb", "Jupyter", 331, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 332
"c:\Users\vllbc\Desktop\My_Learn\pytorch_learn\activation function.ipynb", "Jupyter", 127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 128
"c:\Users\vllbc\Desktop\My_Learn\pytorch_learn\basis.ipynb", "Jupyter", 473, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 474
"c:\Users\vllbc\Desktop\My_Learn\pytorch_learn\classification.ipynb", "Jupyter", 55136, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 55137
"c:\Users\vllbc\Desktop\My_Learn\pytorch_learn\neural_networks_tutorial.ipynb", "Jupyter", 455, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 456
"c:\Users\vllbc\Desktop\My_Learn\pytorch_learn\pytorch or numpy.ipynb", "Jupyter", 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 64
"c:\Users\vllbc\Desktop\My_Learn\pytorch_learn\regression1.ipynb", "Jupyter", 221, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 222
"c:\Users\vllbc\Desktop\My_Learn\pytorch_learn\sigmod.ipynb", "Jupyter", 976, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 977
"c:\Users\vllbc\Desktop\My_Learn\pytorch_learn\studentscores.csv", "CSV", 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 1, 27
"c:\Users\vllbc\Desktop\My_Learn\pytorch_learn\test_Y3wMUE5_7gLdaTN.csv", "CSV", 0, 0, 0, 368, 0, 0, 0, 0, 0, 0, 0, 1, 369
"c:\Users\vllbc\Desktop\My_Learn\pytorch_learn\variable.ipynb", "Jupyter", 123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 124
"c:\Users\vllbc\Desktop\My_Learn\pytorch_learn\回归.ipynb", "Jupyter", 25601, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 25602
"c:\Users\vllbc\Desktop\My_Learn\regex\.ipynb_checkpoints\sigmod-checkpoint.ipynb", "Jupyter", 2172, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2173
"c:\Users\vllbc\Desktop\My_Learn\regex\main.py", "Python", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 8, 5, 14
"c:\Users\vllbc\Desktop\My_Learn\spider\dianying\main.py", "Python", 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 8, 7, 78
"c:\Users\vllbc\Desktop\My_Learn\spider\dianying\test.py", "Python", 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 58
"c:\Users\vllbc\Desktop\My_Learn\spider\douban\datas.csv", "CSV", 0, 0, 0, 322, 0, 0, 0, 0, 0, 0, 0, 2, 324
"c:\Users\vllbc\Desktop\My_Learn\spider\douban\main.py", "Python", 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 50
"c:\Users\vllbc\Desktop\My_Learn\spider\qidian\qidian.py", "Python", 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 57, 11, 107
"c:\Users\vllbc\Desktop\My_Learn\spider\sele.py", "Python", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 72, 21, 104
"c:\Users\vllbc\Desktop\My_Learn\sql\main.py", "Python", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"c:\Users\vllbc\Desktop\My_Learn\test.py", "Python", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Users\vllbc\Desktop\My_Learn\thread\.ipynb_checkpoints\Untitled-checkpoint.ipynb", "Jupyter", 124, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 125
"c:\Users\vllbc\Desktop\My_Learn\thread\.ipynb_checkpoints\base-checkpoint.ipynb", "Jupyter", 807, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 808
"c:\Users\vllbc\Desktop\My_Learn\thread\.ipynb_checkpoints\thread-checkpoint.ipynb", "Jupyter", 394, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 395
"c:\Users\vllbc\Desktop\My_Learn\thread\Untitled.ipynb", "Jupyter", 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 96
"c:\Users\vllbc\Desktop\My_Learn\thread\async.py", "Python", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 19
"c:\Users\vllbc\Desktop\My_Learn\thread\base.ipynb", "Jupyter", 807, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 808
"c:\Users\vllbc\Desktop\My_Learn\thread\main.py", "Python", 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 33, 2, 62
"c:\Users\vllbc\Desktop\My_Learn\thread\thread.ipynb", "Jupyter", 401, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 402
"Total", "-", 325339, 932, 21, 26076, 6, 44, 1, 94, 1180, 741, 440, 563, 355437
